Player Name,Country,Gender,Matches Played,Innings,Runs,Balls Faced,Highest Score,Average,Strike Rate,Not Out,Fours,Sixes,Ducks,Fifties,Hundreads,Two Hundreads
Cullen Bailey,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Foo,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Alexander,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divakar Vasu,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Symes,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Noema-Barnett,New Zealand,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Frylinck,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Vandiar,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damitha Hunukumbura,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Duval,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Milne,New Zealand,Male,50,22,180,205,36,12.86,87.81,8,11,4,3,0,0,0
Hemnarine Chattergoon,Canada,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Werner Coetsee,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Burger,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Kreusch,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devendra Bishoo,West Indies,Male,42,25,164,263,29,10.93,62.36,10,17,1,8,0,0,0
Frasat Ali,East Africa,Male,3,3,57,176,45,19,32.39,0,2,1,1,0,0,0
Daniel Harris,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Borgas,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan OReilly,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Barnwell,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assad Fudadin,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Maxwell,Australia,Male,149,136,3990,3149,201,33.81,126.71,18,382,155,12,23,4,1
Parth Desai,Canada,Male,6,4,3,16,3,1.5,18.75,2,0,0,2,0,0,0
Gary Putland,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Klinger,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza Tariq,Canada,Male,8,7,116,157,71,16.57,73.89,0,15,2,2,1,0,0
Colin Ingram,South Africa,Male,31,29,843,1023,124,32.42,82.41,3,82,10,5,3,3,0
Hamish Bennett,New Zealand,Male,19,7,10,35,4,5,28.58,5,0,0,1,0,0,0
Arno Jacobs,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Ludeman,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doug Bracewell,New Zealand,Male,21,14,221,274,57,18.42,80.66,2,14,7,1,1,0,0
Deon Kotze,Namibia,Male,6,6,82,135,27,16.4,60.75,1,3,1,0,0,0,0
Don Pringle,East Africa,Male,2,2,5,15,3,2.5,33.34,0,0,0,0,0,0,0
Jan-Berrie Burger,Namibia,Male,6,6,199,198,85,33.17,100.51,0,25,3,0,1,0,0
Riaan Walters,Namibia,Male,2,2,0,5,0,0,0,0,0,0,2,0,0,0
Aaron O Brien,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunus Badat,East Africa,Male,2,2,1,7,1,0.5,14.29,0,0,0,1,0,0,0
Aaron Phangiso,South Africa,Male,21,13,81,162,20,7.36,50,2,5,0,3,0,0,0
JJ Smuts,South Africa,Male,6,5,180,229,84,45,78.61,1,20,1,0,1,0,0
Shiraz Sumar,East Africa,Male,1,1,4,11,4,4,36.37,0,0,0,0,0,0,0
Craig Thyssen,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mehmood Quaraishy,East Africa,Male,3,3,41,154,19,20.5,26.63,1,2,0,0,0,0,0
Lennie Louw,Namibia,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramesh Sethi,East Africa,Male,3,3,54,185,30,18,29.19,0,5,0,0,0,0,0
Jimmy Hansra,Canada,Male,24,22,421,725,70,23.39,58.07,4,27,8,2,2,0,0
Lyall Meyer,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Carters,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamish McLeod,East Africa,Male,2,2,5,10,5,2.5,50,0,0,0,1,0,0,0
Jake Haberfield,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Burger,Namibia,Male,6,6,11,62,5,2.2,17.75,1,1,0,2,0,0,0
Jawahir Shah,East Africa,Male,3,3,46,114,37,15.33,40.36,0,5,0,0,0,0,0
Scott Elstone,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parbhu Nana,East Africa,Male,3,3,9,45,8,9,20,2,0,0,1,0,0,0
Naresh Reddy,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burton van Rooi,Namibia,Male,3,3,26,38,17,26,68.43,2,3,0,0,0,0,0
Praful Mehta,East Africa,Male,1,1,12,41,12,12,29.27,0,0,0,0,0,0,0
Zulfiqar Ali,East Africa,Male,3,3,39,76,30,19.5,51.32,1,4,0,0,0,0,0
Bjorn Kotze,Namibia,Male,5,4,27,51,24,9,52.95,1,3,0,2,0,0,0
Melt van Schoor,Namibia,Male,5,5,58,111,24,14.5,52.26,1,3,1,0,0,0,0
Danie Keulder,Namibia,Male,6,6,132,220,52,22,60,0,11,0,1,1,0,0
Samuel Walusimbi,East Africa,Male,3,3,38,126,16,12.67,30.16,0,2,0,0,0,0,0
Morne Karg,Namibia,Male,3,2,45,65,41,22.5,69.24,0,4,1,0,0,0,0
Rahul Bhatkal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerrie Snyman,Namibia,Male,5,4,5,9,5,1.25,55.56,0,1,0,3,0,0,0
Arjun Shetty,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nishanth Hegde,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Swanepoel,Namibia,Male,5,5,43,94,23,8.6,45.75,0,4,0,0,0,0,0
Harilal Shah,Kenya,Male,3,3,6,56,6,2,10.72,0,0,0,2,0,0,0
Shem Ngoche,Kenya,Male,11,10,68,117,28,9.71,58.12,3,3,2,2,0,0,0
Sarel Burger,Namibia,Male,2,2,11,20,6,5.5,55,0,1,0,0,0,0,0
Bhareth NP,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Murgatroyd,Namibia,Male,6,6,90,145,52,15,62.07,0,7,1,2,1,0,0
Ian Nicolson,Zimbabwe,Male,2,2,15,22,15,7.5,68.19,0,1,0,1,0,0,0
Santosh Kumar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudi van Vuuren,Namibia,Male,5,5,26,38,14,8.67,68.43,2,2,1,2,0,0,0
John Nagenda,East Africa,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KV Darshan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arsalan Qadir,Canada,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Beer,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izatullah Dawlatzai,Germany,Male,5,3,7,27,6,3.5,25.93,1,1,0,1,0,0,0
Robert Cassell,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Moffat,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Starc,Australia,Male,130,77,583,756,52,11.66,77.12,27,43,14,12,1,0,0
Tim Lang,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Smith,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaminda Eranga,Sri Lanka,Male,19,11,34,64,12,11.33,53.13,8,4,0,1,0,0,0
Peter Nevill,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP Rohan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Ngoche,Kenya,Male,18,12,35,86,21,4.38,40.7,4,1,1,5,0,0,0
Wes Robinson,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Duffield,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Doherty,Australia,Male,60,23,101,184,15,14.43,54.9,16,5,1,2,0,0,0
Michael Cranmer,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Copeland,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Cleary,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Davis,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Hill,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Hogan,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Behrendorff,Australia,Male,12,6,21,23,11,7,91.31,3,0,0,1,0,0,0
Adnan Akmal,Pakistan,Male,5,4,62,89,27,20.67,69.67,1,3,0,0,0,0,0
Kayan Abbas,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Butterworth,Zimbabwe,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shashindra,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Russell,West Indies,Male,56,47,1034,794,92,27.21,130.23,9,94,57,6,4,0,0
Joel Davies,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Brinsley,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Heal,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Fawcett,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aniruddha Joshi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Sheridan,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Edmondson,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirk Edwards,West Indies,Male,16,16,331,494,123,23.64,67.01,2,23,7,3,0,1,0
Nathan Coulter-Nile,Australia,Male,32,21,252,262,92,16.8,96.19,6,20,6,2,1,0,0
Mick Delaney,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Paskal,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Johnston,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Bandy,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Towers,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Knowles,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Rimmington,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Faulkner,Australia,Male,69,52,1033,990,116,34.43,104.35,22,83,29,4,4,1,0
Timm van der Gugten,Netherlands,Male,14,9,118,170,49,16.86,69.42,2,5,4,0,0,0,0
Luke Butterworth,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Brownlie,New Zealand,Male,16,15,361,486,63,25.79,74.28,1,46,1,0,1,0,0
Marcus Harris,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankit Sharma,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Lynn,Australia,Male,4,4,75,89,44,18.75,84.27,0,5,3,1,0,0,0
Luke Woodcock,New Zealand,Male,4,2,14,22,11,14,63.64,1,1,0,0,0,0,0
Imesh Udayanga,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chanaka Komasaru,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Forrest,Australia,Male,15,14,368,561,104,26.29,65.6,0,34,4,2,3,1,0
Gihan De Silva,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anand Rajan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sachithra Serasinghe,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhargav Bhatt,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kedar Devdhar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashok Menaria,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deepak Chahar,India,Male,13,9,203,207,69,33.83,98.07,3,17,8,1,2,0,0
Chathura Peiris,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivek Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Gregory,England,Male,3,2,117,116,77,58.5,100.87,0,10,3,0,1,0,0
Robin Bist,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanchana Gunawardene,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Dunn,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tharaka Kottehewa,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Whatham,Canada,Male,1,1,18,41,18,18,43.91,0,2,0,0,0,0,0
Kosala Kulasekara,Sri Lanka,Male,4,3,38,72,19,12.67,52.78,0,0,0,1,0,0,0
Christian Davis,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyson Gordon,Canada,Male,5,5,27,59,9,5.4,45.77,0,2,0,0,0,0,0
Faf du Plessis,South Africa,Male,143,136,5507,6218,185,46.67,88.57,18,495,66,3,35,12,0
Daniel Bell-Drummond,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Sheppard,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Mennie,Australia,Male,2,2,1,4,1,0.5,25,0,0,0,1,0,0,0
Adam Ball,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gurman Randhawa,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Rossington,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Salter,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dishant Yagnik,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaushalya Gajasinghe,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Parsons,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Perera,Sri Lanka,Male,6,4,52,83,31,13,62.66,0,3,0,0,0,0,0
Nathan Lyon,Australia,Male,29,14,77,83,30,19.25,92.78,10,7,2,1,0,0,0
Saranga Rajaguru,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maduka Liyanapathiranage,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasith Abeyratne,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berend Westdijk,Netherlands,Male,4,3,1,6,1,0.5,16.67,1,0,0,2,0,0,0
Chathuranga Kumara,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supeshala Jayathilake,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niroshan Dickwella,Sri Lanka,Male,55,52,1604,1717,116,31.45,93.42,1,186,12,1,9,2,0
Sanitha de Mel,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiv Thakor,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francis Otieno,Kenya,Male,4,4,16,68,8,4,23.53,0,0,0,1,0,0,0
Tymal Mills,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lahiru Jayaratne,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhanuka Rajapaksa,Sri Lanka,Male,5,5,89,85,65,17.8,104.71,0,14,2,3,1,0,0
Ben Foakes,England,Male,1,1,61,76,61,0,80.27,1,3,1,0,1,0,0
Rammy Singh,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janaka Gunaratne,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duleeka Thissakuttige,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramith Rambukwella,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davy Jacobs,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinthaka Perera,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Jayasinghe,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarul Kanwar,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amila Aponso,United States of America,Male,9,7,10,45,4,3.33,22.23,4,0,0,1,0,0,0
K Vasudevadas,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asad Pathan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhananjaya de Silva,Sri Lanka,Male,90,82,1865,2373,93,25.9,78.6,10,186,17,4,10,0,0
Shehan Jayasuriya,United States of America,Male,12,10,195,273,96,21.67,71.43,1,13,2,2,1,0,0
Yuzvendra Chahal,India,Male,72,14,77,141,18,8.56,54.61,5,8,0,1,0,0,0
Amit Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shahbaz Nadeem,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasanth Padmanabhan,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junaid Khan,Pakistan,Male,76,31,68,127,25,4.86,53.55,17,4,1,6,0,0,0
Tom Milnes,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadaf Hussain,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dheeraj Jadhav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danza Hyatt,West Indies,Male,9,9,112,188,39,14,59.58,1,8,6,1,0,0,0
Dominic Wesonga,Kenya,Male,4,4,61,108,33,20.33,56.49,1,5,0,0,0,0,0
Usman Salahuddin,Pakistan,Male,2,2,13,28,8,6.5,46.43,0,0,0,0,0,0,0
Shuvagata Hom,Bangladesh,Male,4,3,70,86,35,35,81.4,1,9,0,0,0,0,0
Ajit Chandila,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Nero,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milinda Siriwardana,Sri Lanka,Male,27,24,516,525,66,22.43,98.29,1,39,13,1,3,0,0
Joel Wilson,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammed Shami,India,Male,108,49,225,273,25,7.76,82.42,20,17,9,6,0,0,0
Amal Athulathmudali,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikas Mishra,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eklavya Dwivedi,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unmukt Chand,United States of America,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santosh Yadav,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Adkin,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Hatchett,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arosh Janoda,Sri Lanka,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS Mohammad,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Burke,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imtiyaz Ahmed,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohammad Salman,Pakistan,Male,7,3,22,39,19,11,56.42,1,2,0,1,0,0,0
Niall McDonnell,Ireland,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawan Suyal,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suryakumar Yadav,India,Male,37,35,773,736,72,25.77,105.03,5,80,19,3,4,0,0
Ollie Hairs,Scotland,Male,5,5,68,100,27,13.6,68,0,13,0,0,0,0,0
Kirk Wernars,South Africa,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Martin,West Indies,Male,9,6,10,29,4,10,34.49,5,0,0,0,0,0,0
Prasanth Parameswaran,India,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naved Arif,Pakistan,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Jewell,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Nurse,West Indies,Male,54,40,502,513,44,19.31,97.86,14,44,12,2,0,0,0
Dimuth Karunaratne,Sri Lanka,Male,50,46,1316,1655,103,31.33,79.52,4,131,1,4,11,1,0
Alex Hughes,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Meschede,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael OShea,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Kruger,Netherlands,Male,1,1,5,20,5,5,25,0,0,0,0,0,0,0
Ahsan Malik,Netherlands,Male,12,5,14,24,10,0,58.34,5,1,0,0,0,0,0
Tom Lancefield,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross Whiteley,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Williams,Namibia,Male,18,18,488,650,129,30.5,75.08,2,40,8,1,1,1,0
Zafar Ansari,England,Male,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Norbert Manyande,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Blofield,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerhard Rudolph,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Cooke,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graeme McCarter,Ireland,Male,1,1,1,1,1,0,100,1,0,0,0,0,0,0
Ruel Brathwaite,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandy Scotland,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamza Siddique,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Lineker,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Barrow,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Knight,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arun Harinath,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch Wilson,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholaas Scholtz,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett DOliveira,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinoo Tewarie,Netherlands,Male,1,1,4,22,4,4,18.19,0,0,0,0,0,0,0
Stephan Baard,Namibia,Male,19,19,348,595,73,18.32,58.49,0,33,3,3,2,0,0
Louis Klazinga,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Engelbrecht,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerhard Erasmus,Namibia,Male,63,62,2178,2809,125,38.21,77.54,5,177,51,4,17,2,0
Krishmar Santokie,West Indies,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Swart,Netherlands,Male,12,11,197,273,52,19.7,72.17,1,19,5,1,1,0,0
Safyaan Sharif,Scotland,Male,90,58,609,812,40,19.03,75,26,40,9,4,0,0,0
Nick Harrison,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ewald Steenkamp,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christi Viljoen,Namibia,Male,2,2,19,23,17,19,82.61,1,2,0,0,0,0,0
Pikky Ya France,Namibia,Male,25,21,263,301,52,26.3,87.38,11,21,10,2,1,0,0
Stuart Thompson,Ireland,Male,19,15,228,251,39,16.29,90.84,1,24,3,0,0,0,0
Calvin Burnett,Scotland,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Mott,Netherlands,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Billings,England,Male,28,23,702,771,118,33.43,91.06,2,74,8,1,5,1,0
Louis van der Westhuizen,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymond van Schoor,Namibia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Smith,Germany,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Poynter,Ireland,Male,21,19,185,278,36,13.21,66.55,5,15,0,2,0,0,0
Ravi Patel,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Crook,Australia,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Piesley,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Goodman,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Shaw,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Joseph,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Coles,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Riley,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Northeast,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Blake,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riki Wessels,England,Male,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVS Laxman,India,Male,86,83,2338,3282,131,30.76,71.24,7,222,4,3,10,6,0
Jason Gillespie,Australia,Male,97,39,289,368,44,12.57,78.54,16,16,6,8,0,0,0
Shabbir Ahmed,Pakistan,Male,32,11,10,29,2,1.67,34.49,5,0,0,0,0,0,0
Mohammad Sami,Pakistan,Male,87,46,314,490,46,11.63,64.09,19,16,10,5,0,0,0
Andrew Symonds,Australia,Male,198,161,5088,5504,156,39.44,92.45,32,449,103,15,30,6,0
Ricky Ponting,Australia,Male,375,365,13704,17046,164,42.04,80.4,39,1231,162,20,82,30,0
Nathan Astle,New Zealand,Male,223,217,7090,9760,145,34.93,72.65,14,720,86,19,41,16,0
Shoaib Akhtar,Pakistan,Male,163,84,394,538,43,8.95,73.24,40,27,12,11,0,0,0
Shoaib Malik,Pakistan,Male,287,258,7534,9199,143,34.56,81.91,40,603,113,15,44,9,0
Stephen Fleming,New Zealand,Male,280,269,8037,11242,134,32.41,71.5,21,823,63,17,49,8,0
Chris Cairns,New Zealand,Male,215,193,4950,5874,115,29.46,84.27,25,345,153,9,26,4,0
Brett Lee,Australia,Male,221,110,1176,1407,59,17.82,83.59,44,69,35,16,3,0,0
Sourav Ganguly,India,Male,311,300,11363,15416,183,40.73,73.71,21,1122,190,16,72,22,0
Hamish Marshall,New Zealand,Male,66,62,1454,1990,101,27.43,73.07,9,98,8,3,12,1,0
Sir James Anderson,England,Male,194,79,273,560,28,7.58,48.75,43,23,0,10,0,0,0
Inzamam-ul-Haq,Pakistan,Male,378,350,11739,15812,137,39.53,74.25,53,971,144,20,83,10,0
Craig McMillan,New Zealand,Male,197,183,4707,6198,117,28.19,75.95,16,373,84,9,28,3,0
Sachin Tendulkar,India,Male,463,452,18426,21367,200,44.83,86.24,41,2016,195,20,96,49,1
